Class,rico:identifier,rico:hasRecordSetType,dcterms:title,dcterms:description,dcterms:dateInterv,dcterms:dateRaw,rico:hasCreatorRef,rico:hasCreatorNotRef,rico:hasReceiverRef,rico:hasReceiverNotRef,rico:hasPublisher,rico:isOrWasIncludedIn,rico:hasOrHadPhysicalLocation,crm:P44_has_condition,SOCIETES-DROP,INSTRUMENTS-DROP,DOC_ECRIT_DROP,rico:documents,dcterms:isVersionOf,rico:isDraftOf,rico:hasOrHadSubject,rico:hasDocumentaryFormType,rico:locationURI,rico:locationOS
rico:Record,PVF11/4,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF11,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF11/5,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF11,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF11/6,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF11,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF11/7,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF11,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF11/8,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF11,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF11/9,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF11,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:RecordSet,PVF12,Sous-série d'archives,,A. Lumière et ses fils 10,1880/1920,,,,,,,PVF1-PVF19,Salle de classe,,,,,,,,,,,
rico:Record,PVF12/1,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF12,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF12/2,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF12,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF12/3,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF12,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF12/4,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF12,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF12/5,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF12,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF12/6,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF12,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF12/7,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF12,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:RecordSet,PVF13,Sous-série d'archives,,A. Lumière et ses fils 11,1880/1920,,,,,,,PVF1-PVF19,Salle de classe,,,,,,,,,,,
rico:Record,PVF13/1,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF13,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF13/10,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF13,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF13/11,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF13,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF13/12,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF13,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF13/13,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF13,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF13/14,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF13,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF13/15,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF13,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF13/16,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF13,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF13/17,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF13,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF13/18,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF13,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF13/19,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF13,,"Plaque de verre sèche, gélatino-bromure. Oxydée",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF13/2,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF13,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF13/20,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF13,,"Plaque de verre sèche, gélatino-bromure. Cassée",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF13/3,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF13,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF13/4,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF13,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF13/5,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF13,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF13/6,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF13,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF13/7,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF13,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF13/8,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF13,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF13/9,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF13,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:RecordSet,PVF14,Sous-série d'archives,,A. Lumière et ses fils 12,1880/1920,,,,,,,PVF1-PVF19,Salle de classe,,,,,,,,,,,
rico:Record,PVF14/1,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/10,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/11,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/12,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/13,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/14,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/15,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/16,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/17,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/18,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/19,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/2,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/20,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/21,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/22,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/23,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/24,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/25,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/26,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/27,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/3,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/4,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/5,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/6,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/7,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/8,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF14/9,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF14,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:RecordSet,PVF15,Sous-série d'archives,,"A. Perron, Macon 2",1880/1920,,,,,,,PVF1-PVF19,Salle de classe,,,,,,,,,,,
rico:Record,PVF15/1,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF15,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF15/10,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF15,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF15/11,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF15,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF15/12,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF15,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF15/13,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF15,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF15/14,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF15,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF15/16,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF15,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF15/17,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF15,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF15/18,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF15,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF15/19,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF15,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF15/2,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF15,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF15/20,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF15,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF15/3,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF15,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF15/4,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF15,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF15/5,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF15,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF15/6,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF15,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF15/7,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF15,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF15/8,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF15,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF15/9,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF15,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:RecordSet,PVF16,Sous-série d'archives,,[Boîte sans titre 1],1880/1920,,,,,,,PVF1-PVF19,Salle de classe,,,,,,,,,,,
rico:Record,PVF16/1,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/10,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/11,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/12,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/13,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/14,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/15,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/16,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/17,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/18,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/19,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/2,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/20,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/21,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/22,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/23,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/24,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/25,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/26,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/27,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/28,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/29,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/3,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/30,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/31,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/32,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/33,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/34,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/35,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/36,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/37,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/38,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/39,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/4,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/40,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/41,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/42,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/5,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/6,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/7,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/8,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF16/9,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF16,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:RecordSet,PVF17,Sous-série d'archives,,"[Boîte sans titre 2] Essais radiographiques, portraits, stéréoscopies",1880/1920,,,,,,,PVF1-PVF19,Salle de classe,,,,,,,,,,,
rico:RecordSet,PVF17.1,Dossier d'archives,,Essais radiographiques,1880/1920,,,,,,,PVF17,,,,,,,,,,,,
rico:Record,PVF17.1/1,,,Photographie de famille sur plaques de verre. Essai radiographique,1880/1920,,,,,,,PVF17.1,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF17.1/2,,,Photographie de famille sur plaques de verre. Essai radiographique,1880/1920,,,,,,,PVF17.1,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF17.1/3,,,Photographie de famille sur plaques de verre. Essai radiographique,1880/1920,,,,,,,PVF17.1,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF17.1/4,,,Photographie de famille sur plaques de verre. Essai radiographique,1880/1920,,,,,,,PVF17.1,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF17.1/5,,,Photographie de famille sur plaques de verre. Essai radiographique,1880/1920,,,,,,,PVF17.1,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF17.1/6,,,Photographie de famille sur plaques de verre. Essai radiographique,1880/1920,,,,,,,PVF17.1,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF17.1/7,,,Photographie de famille sur plaques de verre. Essai radiographique,1880/1920,,,,,,,PVF17.1,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF17.1/8,,,Photographie de famille sur plaques de verre. Essai radiographique,1880/1920,,,,,,,PVF17.1,,,,,,,,,,Plaque de verre photographique,,
rico:RecordSet,PVF17.2,Dossier d'archives,,Portraits,1880/1920,,,,,,,PVF17,,,,,,,,,,,,
rico:Record,PVF17.2/1,,,Photographie de famille sur plaques de verre. Portrait,1880/1920,,,,,,,PVF17.2,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF17.2/10,,,Photographie de famille sur plaques de verre. Portrait,1880/1920,,,,,,,PVF17.2,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF17.2/11,,,Photographie de famille sur plaques de verre. Portrait,1880/1920,,,,,,,PVF17.2,,Plaque cassée (brisure au niveau du quart inférieur),,,,,,,,Plaque de verre photographique,,
rico:Record,PVF17.2/2,,,Photographie de famille sur plaques de verre. Portrait,1880/1920,,,,,,,PVF17.2,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF17.2/3,,,Photographie de famille sur plaques de verre. Portrait,1880/1920,,,,,,,PVF17.2,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF17.2/4,,,Photographie de famille sur plaques de verre. Portrait,1880/1920,,,,,,,PVF17.2,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF17.2/5,,,Photographie de famille sur plaques de verre. Portrait,1880/1920,,,,,,,PVF17.2,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF17.2/6,,,Photographie de famille sur plaques de verre. Portrait,1880/1920,,,,,,,PVF17.2,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF17.2/7,,,Photographie de famille sur plaques de verre. Portrait,1880/1920,,,,,,,PVF17.2,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF17.2/8,,,Photographie de famille sur plaques de verre. Portrait,1880/1920,,,,,,,PVF17.2,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF17.2/9,,,Photographie de famille sur plaques de verre. Portrait,1880/1920,,,,,,,PVF17.2,,,,,,,,,,Plaque de verre photographique,,
rico:RecordSet,PVF17.3,Dossier d'archives,,Stéréoscopies,1880/1920,,,,,,,PVF17,,,,,,,,,,,,
rico:Record,PVF17.3/1,,,Stéréoscopie d’un voyage,1880/1920,,,,,,,PVF17.3,,Cadre en métal,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF17.3/2,,,Stéréoscopie : portrait de femme,1880/1920,,,,,,,PVF17.3,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF17.3/3,,,Stéréoscopie : deux enfants,1880/1920,,,,,,,PVF17.3,,,,,,,,,,Plaque de verre photographique,,
rico:RecordSet,PVF18,Sous-série d'archives,,[Boîte sans titre 3] Stéréoscopies,1880/1920,,,,,,,PVF1-PVF19,Salle de classe,,,,,,,,,,,
rico:Record,PVF18/1,,,Stéréoscopie: deux enfants. Ensemble de 15 fragments non cohérents entre eux,1880/1920,,,,,,,PVF18,,,,,,,,,,Plaque de verre photographique,,
rico:RecordSet,PVF19,Sous-série d'archives,,[Boîte sans titre 4] Stéréoscopie et autres,1880/1920,,,,,,,PVF1-PVF19,Salle de classe,,,,,,,,,,,
rico:Record,PVF19.1/1,,,Vues stéréoscopiques achetées,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
