Class,rico:identifier,rico:hasRecordSetType,dcterms:title,dcterms:description,dcterms:dateInterv,dcterms:dateRaw,rico:hasCreatorRef,rico:hasCreatorNotRef,rico:hasReceiverRef,rico:hasReceiverNotRef,rico:hasPublisher,rico:isOrWasIncludedIn,rico:hasOrHadPhysicalLocation,crm:P44_has_condition,SOCIETES-DROP,INSTRUMENTS-DROP,DOC_ECRIT_DROP,rico:documents,dcterms:isVersionOf,rico:isDraftOf,rico:hasOrHadSubject,rico:hasDocumentaryFormType,rico:locationURI,rico:locationOS
rico:Record,PVF19.1/10,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF19.1/11,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF19.1/12,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF19.1/13,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF19.1/14,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF19.1/15,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF19.1/16,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF19.1/17,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF19.1/18,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF19.1/19,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF19.1/2,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF19.1/20,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF19.1/21,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF19.1/22,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF19.1/23,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF19.1/24,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF19.1/25,,,Vues stéréoscopiques achetées,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF19.1/3,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF19.1/4,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF19.1/5,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF19.1/6,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF19.1/7,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF19.1/8,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:Record,PVF19.1/9,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF19,,,,,,,,,,Plaque de verre photographique,,
rico:RecordSet,PVF2,Sous-série d'archives,,A. Lumière et ses fils 2,1880/1920,,,,,,,PVF1-PVF19,Salle de classe,,,,,,,,,,,
rico:Record,PVF2/1,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF2,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF2/10,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF2,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF2/2,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF2,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF2/3,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF2,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF2/4,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF2,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF2/5,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF2,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF2/6,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF2,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF2/7,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF2,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF2/8,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF2,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF2/9,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF2,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:RecordSet,PVF3,Sous-série d'archives,,A. Lumière et ses fils 3,1880/1920,,,,,,,PVF1-PVF19,Salle de classe,,,,,,,,,,,
rico:Record,PVF3/1,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF3,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF3/10,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF3,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF3/11,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF3,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF3/12,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF3,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF3/13,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF3,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF3/14,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF3,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF3/2,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF3,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF3/3,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF3,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF3/4,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF3,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF3/5,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF3,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF3/6,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF3,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF3/7,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF3,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF3/8,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF3,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF3/9,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF3,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:RecordSet,PVF4,Sous-série d'archives,,A. Lumière et ses fils 4. Clichés à Mimi Brides,1880/1920,,,,,,,PVF1-PVF19,Salle de classe,,,,,,,,,,,
rico:Record,PVF4/1,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF4,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF4/10,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF4,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF4/11,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF4,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF4/12,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF4,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF4/13,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF4,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF4/2,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF4,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF4/3,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF4,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF4/4,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF4,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF4/5,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF4,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF4/6,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF4,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF4/7,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF4,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF4/8,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF4,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF4/9,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF4,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:RecordSet,PVF5,Sous-série d'archives,,A. Lumière et ses fils 5,1880/1920,,,,,,,PVF1-PVF19,Salle de classe,,,,,,,,,,,
rico:Record,PVF5/1,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF5,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF5/10,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF5,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF5/11,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF5,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF5/12,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF5,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF5/13,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF5,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF5/14,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF5,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF5/15,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF5,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF5/16,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF5,,"Plaque de verre sèche, gélatino-bromure. Fragment",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF5/2,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF5,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF5/3,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF5,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF5/4,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF5,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF5/5,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF5,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF5/6,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF5,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF5/7,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF5,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF5/8,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF5,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF5/9,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF5,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:RecordSet,PVF6,Sous-série d'archives,,A. Lumière et ses fils 6,1880/1920,,,,,,,PVF1-PVF19,Salle de classe,,,,,,,,,,,
rico:Record,PVF6/1,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF6,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF6/10,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF6,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF6/11,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF6,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF6/12,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF6,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF6/13,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF6,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF6/14,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF6,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF6/15,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF6,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF6/16,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF6,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF6/17,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF6,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF6/18,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF6,,"Plaque de verre sèche, gélatino-bromure. Fragment",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF6/2,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF6,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF6/3,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF6,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF6/4,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF6,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF6/5,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF6,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF6/6,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF6,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF6/7,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF6,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF6/8,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF6,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF6/9,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF6,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:RecordSet,PVF7,Sous-série d'archives,,A. Lumière et ses fils 7. Clichés à Mimi Divers,1880/1920,,,,,,,PVF1-PVF19,Salle de classe,,,,,,,,,,,
rico:Record,PVF7/1,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF7,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF7/10,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF7,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF7/11,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF7,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF7/12,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF7,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF7/13,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF7,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF7/14,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF7,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF7/15,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF7,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF7/16,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF7,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF7/17,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF7,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF7/18,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF7,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF7/19,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF7,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF7/2,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF7,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF7/20,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF7,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF7/3,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF7,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF7/4,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF7,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF7/5,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF7,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF7/6,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF7,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF7/7,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF7,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF7/8,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF7,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF7/9,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF7,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:RecordSet,PVF8,Sous-série d'archives,,A. Lumière et ses fils 8,1880/1920,,,,,,,PVF1-PVF19,Salle de classe,,,,,,,,,,,
rico:Record,PVF8/1,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF8,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF8/10,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF8,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF8/11,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF8,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF8/12,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF8,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF8/13,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF8,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF8/14,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF8,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF8/15,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF8,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF8/16,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF8,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF8/17,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF8,,"Plaque de verre sèche, gélatino-bromure. Fragment rougi",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF8/2,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF8,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF8/3,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF8,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF8/4,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF8,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF8/5,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF8,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF8/6,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF8,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF8/7,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF8,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF8/8,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF8,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF8/9,,,Photographie de famille sur plaques de verre,1880/1920,,,,,,,PVF8,,"Plaque de verre sèche, gélatino-bromure",,,,,,,,Plaque de verre photographique,,
rico:RecordSet,PVF9,Sous-série d'archives,,"Félix Saint-Clair, Bordeaux. Voyage dans le midi, août 1896",1896/1896,,,,,,,PVF1-PVF19,Salle de classe,,,,,,,,,,,
rico:Record,PVF9/1,,,Photographie de famille sur plaques de verre,,1896-08,,,,,,PVF9,,"Plaque de verre, gélatino bromure d’argent",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF9/10,,,Photographie de famille sur plaques de verre,,1896-08,,,,,,PVF9,,"Plaque de verre, gélatino bromure d’argent",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF9/11,,,Photographie de famille sur plaques de verre,,1896-08,,,,,,PVF9,,"Plaque de verre, gélatino bromure d’argent",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF9/12,,,Photographie de famille sur plaques de verre,,1896-08,,,,,,PVF9,,"Plaque de verre, gélatino bromure d’argent",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF9/13,,,Photographie de famille sur plaques de verre,,1896-08,,,,,,PVF9,,"Plaque de verre, gélatino bromure d’argent",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF9/14,,,Photographie de famille sur plaques de verre,,1896-08,,,,,,PVF9,,"Plaque de verre, gélatino bromure d’argent",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF9/15,,,Photographie de famille sur plaques de verre,,1896-08,,,,,,PVF9,,"Plaque de verre, gélatino bromure d’argent",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF9/16,,,Photographie de famille sur plaques de verre,,1896-08,,,,,,PVF9,,"Plaque de verre, gélatino bromure d’argent",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF9/17,,,Photographie de famille sur plaques de verre,,1896-08,,,,,,PVF9,,"Plaque de verre, gélatino bromure d’argent",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF9/2,,,Photographie de famille sur plaques de verre,,1896-08,,,,,,PVF9,,"Plaque de verre, gélatino bromure d’argent",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF9/3,,,Photographie de famille sur plaques de verre,,1896-08,,,,,,PVF9,,"Plaque de verre, gélatino bromure d’argent",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF9/4,,,Photographie de famille sur plaques de verre,,1896-08,,,,,,PVF9,,"Plaque de verre, gélatino bromure d’argent",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF9/5,,,Photographie de famille sur plaques de verre,,1896-08,,,,,,PVF9,,"Plaque de verre, gélatino bromure d’argent",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF9/6,,,Photographie de famille sur plaques de verre,,1896-08,,,,,,PVF9,,"Plaque de verre, gélatino bromure d’argent",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF9/7,,,Photographie de famille sur plaques de verre,,1896-08,,,,,,PVF9,,"Plaque de verre, gélatino bromure d’argent",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF9/8,,,Photographie de famille sur plaques de verre,,1896-08,,,,,,PVF9,,"Plaque de verre, gélatino bromure d’argent",,,,,,,,Plaque de verre photographique,,
rico:Record,PVF9/9,,,Photographie de famille sur plaques de verre,,1896-08,,,,,,PVF9,,"Plaque de verre, gélatino bromure d’argent",,,,,,,,Plaque de verre photographique,,
rico:RecordSet,P1-P8,Série d'archives,,Voyage d’Augustin,1882/1882,,,,,,,P1-PVF19,,,,,,,,,,,,
