dcterms:identifier,rico:hasOrHadPhysicalLocation,bibo:authorListOS,bibo:authorListURI,bibo:authorListTXT,dcterms:title,bibo:edition ,bibo:issue,dcterms:createdRAW,dcterms:createdINT,dcterms:format,bibo:editor,bibo:numVolumes,dcterms:description
BIB02164,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 5",,http://ark.bnf.fr/ark:/12148/cb10465672t Siméon Chomel,,Recherche sur les altérations des reins,,,1868,,,Imprimerie de A Parent 31 rue Monsieur le Prince Paris,,
BIB02165,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,J. Lisfranc,Clinique chirurgicale de l'hôpital de la Pitié,,,1841-11,,,"Chez Bechet Jeunes et Labé 4 place de l'Ecole de Médecine Paris, Paris",3 volumes,
BIB02166,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,L. Bérard,L'actinomycose humaine,,,,,,"Imprimerie F Levé 17 rue Cassette Paris, Paris",,
BIB02167,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,F. Dumarest,L'hospitalisation des tuberculeux à l'étranger,,,1897,,,"Alexandre Rey 4 rue Gentil Lyon, Lyon",,
BIB02168,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,http://ark.bnf.fr/ark:/12148/cb10567715x Louis Gallavardin,,La tension artérielle en clinique,,,1910,,,G Steinhe-il 2 rue Casimir Delavigne Paris,,"L Gallavardin (1875-1957) cardiologue,, est le neveu d'Augustin Seguin. Dédié à ""Mr le Chanoine Seguin"" ""Hommage respectueux"""
BIB02169,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,http://ark.bnf.fr/ark:/12148/cb13418974f Jules Gallavardin,,Essai de thérapeutique générale,,,1905,,,Imprimerie Jules Legendre et Cie 14 rue bellecordière Lyon,,
BIB02170,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,Léon Bérard;Maurice Pollosso,Rapport sur la tumeur des os,,,1899,,,Imprilmerie Paul Brodard Coulommiers,,
BIB02171,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,Léon Bérard;M. Patel,Traitement de l'abcès pelviens d'origine appendiculaire en particulier par l'incision rectale,,,1903,,,extrait de la Revue de Gynécologie septembre-octobre 1903 Masson et Cie 120 bd St germain Paris,,
BIB02172,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,Léon Bérard;Xavier Delore,De l'occlusion intestinale,,,1899,,,"in Revue de Chirurgie 1899 Felix alcan 108 bd St Germain Paris, Paris",,
BIB02173,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,Léon Bérard;C. Destot,La circulation artérielle du rein,,,,,,Extrait du Journal de l'Anatomie Chez Felix Alcan 108 bd St Germain Paris,,
BIB02174,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,René de Montgolfier,Conférences de l'Hiver 1900-1901 à l'hôpital d'Annonay,,,1901,,,Imprimerie Paul Legendre et Cie 14 rue Bellecordière Lyon,,
BIB02175,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,René de Montgolfier,Contribution à l'étude des convulsions de l'enfance. Etudiées spécialement au point de vue de l'hérédité,,,1883,,,Imprimerie A Waltener 14 rue Belle-Cordière Lyon,,
BIB02176,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,Félix Mangini,L'assistance aux tuberculeux indigents,,,1903,,,Extrait de la Revue de Paris du 15 mars 1903 Imprimerie Chaix 90 rue Bergère Paris,2 exemplaires,
BIB02177,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,M. Théry (dr.),Le diabète et son traitement,,,1895;1893,,,"Lecène, Oudin et Cie 15 rue de Cluny Paris",,
BIB02178,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,V. Frémont,Diabète Essai des thérapeutique physiologique,,,1891,,,"G Masson 120 bd St Germain Paris, Paris",,
BIB02179,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,http://ark.bnf.fr/ark:/12148/cb170777900 Raphaël Veyssière,,Recherches cliniques sur l'hémianesthésie de cause générale,,,1871,,,"Adrien Delahaye Place de l'Ecole de Medecine Paris, Paris",,"""à mon cher Augustin, souvenir des meilleurs jours de ma jeunesse et notre fraternité"" R Veyssière"
BIB02180,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,L. Ollier,Des résections des grandes articulations des membres,,,1869,,,Imprimerie d'Aimé Vingtrinier 14 rue de la Belle-Cordière Lyon,,
BIB02181,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,A. Letienne,Sur le régime des diabétiques,,,1893,,,"Asselin et Houzeau Place de l'Ecole de Médecine Paris, Paris",,
BIB02182,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,F. Helme,Les hommes et les choses,,,1915-07,,,Extrait de la Revue Moderne de Médecine et de Chirurgie,,
BIB02183,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,http://ark.bnf.fr/ark:/12148/cb11922282g Albert de Rochas,,Etats superficiles de l'hypnose,,,1893,,,"Chamuel 20 rue de Trévise Paris, Paris",,
BIB02184,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,J. H. Reveille-Parise,Physiologie et hygiène des hommes livrés aux travaux de l'esprit,,,1843,,,"G A Dentu 17 rue de Bussi Paris, Paris",2 volumes,
BIB02185,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,J. H. Reveille-Parise,Études de l'homme dans l'état de santé et dans l'état de maladie,,,1845,,,"G A Dentu 17 rue de Bussi Paris, Paris",2 volumes,
BIB02186,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,http://ark.bnf.fr/ark:/12148/cb12485060v Jules Gavarret,,Physique médicale. De la chaleur produite par les êtres vivants,,,1855,,,"Victor Masson et Fils, place de l’Ecole de Médecine, Paris",,Ex libris Marc Seguin no 11
BIB02187,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,P. Flourens,Histoire de la découverte de la circulation du sang,,,1857,,,Garnier Frères 6 rue des Saint-Pères Paris,2 exemplaires,Ex libris Marc Seguin no 18
BIB02188,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,http://ark.bnf.fr/ark:/12148/cb13428739k Alexandre Jamain,,Manuel de petite chirurgie,,,1873,,,"Germer, Baillère 17 rue de l'Ecole de Medecine Paris, Paris",,Ex libris Augustin Seguin
BIB02189,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,A. Tripier,La vie et la santé,,,1863,,,Librairie de Madame Mayer-Odin,,
BIB02190,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,Claude D? (illisible),Le médecin ou le traité de l'organisation et de la conservation de l'homme,,,1865,,,Humbert Imprimeur 17 rue Cassette Paris,,Ex libris Augustin Seguin
BIB02191,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,http://ark.bnf.fr/ark:/12148/cb13009014f Christoph Wilhelm Hufeland,A.-J.-L. Jourdan,Manuel de médecine pratique,,,1848,,,"Germer, Baillère 17 rue de l'Ecole de Medecine Paris, Paris",2 exemplaires,
BIB02192,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,,,,,,,,,,
BIB02193,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,A. Dugès;Boivin (mme),Traité pratique des maldies de l'utérus et de ses annexes,,,1833,,,J B Baillière 13 bis de l'Ecole de Médecine Paris,,
BIB02194,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,Paul Richer (dr.),Anatomie artistique; Description extérieures du corps humain.,,,,,,E Plon Nourrit et Cie 10 rue Grancière Paris,,
BIB02195,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,,"Exposition Française des arts et sciences appliqués à la Médecine, la Chirurgie et l'Hygiène Sanitaire à Paris avril 1925",,,1926-06,,,Comité français des expositions 42 rue du Louvre Paris,,
BIB02196,"Bibliothèque du bureau de Marc Seguin, travée 3, étagère 6",,,,Manuel d'électrothérapie. Traitement des maladies chroniques par l'électricité,,,,,,Institut Electro-Médical 14 rue du Mont-Rhabor Paris,,
BIB02197,"Bibliothèque du bureau de Marc Seguin, travée 4, étagère 1",,,,,,,,,,,,
BIB02198,"Bibliothèque du bureau de Marc Seguin, travée 4, étagère 2",,,,[Revues et magasines donnés par Anne de Quirielle],,,,,,,,
BIB02199,"Bibliothèque du bureau de Marc Seguin, travée 4, étagère 3-5",,,,[Livres donnés par François de Quirielle],,,,,,,,
BIB02200,"Bibliothèque du bureau de Marc Seguin, travée 4, étagère 5",,,,,,,,,,,,
BIB02201,"Bibliothèque du bureau de Marc Seguin, travée 5, étagère 1-2",,,,,,,,,,,,
BIB02202,"Bibliothèque du bureau de Marc Seguin, travée 5, étagère 3-5",,,,[Livres donnés par François de Quirielle],,,,,,,,
BIB02203,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,http://ark.bnf.fr/ark:/12148/cb11921027j Eloi Ragon,,"Premiers exercices latins, versions et thèmes faciles. Neuvième édition",,,1913,,,"Ancienne librairie Poussielgue, J de Gigord Editeur 15 rue Cassette Paris",,"ex libris ""Warren 91"" "
BIB02204,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,Riemann & Goelzer,"La première grammaire Latine, Livre du Maïtre Programmes de 1902 Classes de 6è et de 5è Troisième édition",,,1911,,,"Librairie Armand Colin, 103 boulevard Saint-Michel, Paris",,
BIB02205,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,http://ark.bnf.fr/ark:/12148/cb11921027j Eloi Ragon,,Premiers exercices latins sur la syntaxe Livre du Maître 3è édition,,,1911,,,"Ancienne librairie Poussielgue, J de Gogord Editeur 2 rue Cassette Paris",,
BIB02206,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,,De virus illustribus urbis Romae a Romulo ad Augustum Quatorzième édition,,,,,,"Ancienne librairie Poussielgue, J de Gigord Editeur 15 rue Cassette Paris",,
BIB02207,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,Lucrèce,De la Nature. Vè livre,,,1897,,,"Librairie Ch. Poussielgue, 15 rue Cassette, Paris",,
BIB02208,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,Tacite,Annales Tibère Tome 1,,,1884,,,"Librairie de la Bibliothèque Nationale, rue de Richelieu",,
BIB02209,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,http://ark.bnf.fr/ark:/12148/cb11921027j Eloi Ragon,,"Premiers exercices latins, versions et thèmes faciles. Neuvième édition",,,1913,,,"Ancienne librairie Poussielgue, J de Gigord Editeur 15 rue Cassette Paris",,
BIB02210,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,http://ark.bnf.fr/ark:/12148/cb125156758 Auguste Brachet,Dussouchet,Grammaire Française Cours moyen Quinzième édition,,,1913,,,"Librairie Hachette et Cie, 79 bd St Germain Paris",,
BIB02211,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,Cicéron,Opera Episolae et historiae selectaeTome IV,,,1887,,,"Turonibus, apud A Mame et Filium",,
BIB02212,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,César,Commentarii de bello gallico,,,1885,,,"Turonibus, apud A Mame et Filium",,
BIB02213,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,http://ark.bnf.fr/ark:/12148/cb11985468f Cornelius Nepos,,Opera,,,1888,,,"Turonibus, apud A Mame et Filium",,
BIB02214,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,,Selecta poetica auctorum latinorum,,,1889,,,"Turonibus, apud A Mame et Filium",,
BIB02215,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,Lucrèce,De la Nature. Vè livre,,,,,,"Librairie Ch. Poussielgue, 15 rue Cassette, Paris",,
BIB02216,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,Cicéron,Oration in verrem de signis,,,1881,,,"Librairie Ch. Poussielgue, 15 rue Cassette, Paris",,
BIB02217,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,Le Chevallier (abbé),Prosodie latine ou Méthode Principes de la quantité et de la poésie latines,,,,,,"Librairie Classique d'Eugène Belin, 52 rue de Vaugirard, Paris",,"Seguin Etienne ""mot illisible Je pense et mange bien, voilà ma devise, boire manger dormir voilà ma maxime"""
BIB02218,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,E. H. Vallat,Nouveau recueil de versions latines (baccalauréat) 4è édition,,,,,,"Imprimerie et librairie classiques de Jules Delalain et Fils, rue des Ecoles, Paris",,
BIB02219,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,Salluste,Opera,,,1888,,,"Turonibus, apud A Mame et Filium",,
BIB02220,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,Horace,Quinti Horatii Flacci Opera,,,,,,"Librairie Victor Lecoffre, 90 rue Bonaparte, Paris",,
BIB02221,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,Horace,Quinti Horatii Flacci Opera,,,1868,,,Charles Delagrave et Cie 58 rue des Ecoles Paris,,
BIB02222,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,Plutarque,Vie de Marius,,,1873,,,Charles Delagrave et Cie 58 rue des Ecoles Paris,,"L Seguin, ""Marius"" + deux dessins à la main"
BIB02223,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,,Vie des Hommes Illustres,,,,,,"Librairie Classique d'Eugène Belin, 52 rue de Vaugirard, Paris",,
BIB02224,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,Plutarque,Extraits suivis de Vies parallèles,,,,,,"Librairie Classique d'Eugène Belin, 52 rue de Vaugirard, Paris",,
BIB02225,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,,Lysiae operatione ad codicem palatinum nunc denuo collatum,,,1895,,,Lipsiae,,
BIB02226,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,,Hymni Homerici,,,1894,,,Lipsiae,,
BIB02227,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,Homère,Sixième chant de l'Illiade,,,1878,,,"Librairie Hachette et Cie, 79 bd St Germain Paris",,
BIB02228,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,Homère,Dixième chant de l'Iliade,,,,,,"Librairie Hachette et Cie, 79 bd St Germain Paris",,
BIB02229,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,,Lysiae Oprationes,,,,,,Lipsiae,,
BIB02230,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,Plutarque,Vie de César,,,1868,,,"Librairie de L. Hachette et Cie, 77 boulevard Saint-Germain, Paris",,
BIB02231,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,http://ark.bnf.fr/ark:/12148/cb12334193n Xénophon,,Deuxième livre de la cyropédie,,,1866,,,"Librairie de L. Hachette et Cie, 77 boulevard Saint-Germain, Paris",,
BIB02232,"Bibliothèque des enfants de la salle de classe, meuble vitré partie gauche (étiquette ""Latin""), étagère 3",,,Virgile,Les géorgiques traduites en français,,,1839,,,L Hachette 17 rue Pierre Sarazin Paris,,
